CNIC,CDR Number,activate at
87087562671,923472852,2020-04-28 00:00:00
52688834993,923693614,2020-11-06 00:00:00
52688834993,923556141,2020-06-06 00:00:00
57872276582,923698616,2023-06-11 00:00:00
57872276582,923367748,2023-02-23 00:00:00
21726494913,923259912,2019-07-30 00:00:00
21726494913,923105184,2021-11-23 00:00:00
28428180971,923273692,2021-08-13 00:00:00
28428180971,923690970,2022-11-30 00:00:00
41122562951,923926808,2020-04-24 00:00:00
41122562951,923186880,2019-12-08 00:00:00
13711343924,923168103,2020-11-06 00:00:00
13711343924,923200498,2023-06-24 00:00:00
54946555407,923422356,2022-07-19 00:00:00
54946555407,923610667,2019-04-08 00:00:00
37787662176,923040337,2022-04-24 00:00:00
37787662176,923859331,2022-09-08 00:00:00
48643188933,923505464,2021-09-14 00:00:00
48643188933,923158276,2022-01-10 00:00:00
36434733951,923427339,2021-03-21 00:00:00
36434733951,923058470,2020-01-30 00:00:00
47946022205,923263242,2022-10-31 00:00:00
47946022205,923726976,2019-09-06 00:00:00
72852821561,923906444,2023-01-22 00:00:00
72852821561,923053293,2023-07-16 00:00:00
61434508793,923000707,2019-05-16 00:00:00
61434508793,923106380,2023-08-10 00:00:00
18799645047,923292662,2023-03-21 00:00:00
18799645047,923040362,2021-12-27 00:00:00
16005946661,923553262,2022-05-09 00:00:00
16005946661,923140281,2023-09-02 00:00:00
48551727076,923757841,2019-07-22 00:00:00
48551727076,923285425,2022-12-23 00:00:00
24989162377,923638599,2020-09-06 00:00:00
24989162377,923645069,2019-03-05 00:00:00
32852912795,923988610,2023-04-06 00:00:00
32852912795,923513187,2022-10-17 00:00:00
43622575549,923470886,2023-06-26 00:00:00
43622575549,923836766,2022-10-04 00:00:00
47846414543,923169059,2021-06-06 00:00:00
47846414543,923176476,2023-05-06 00:00:00
82830147536,923879008,2021-10-04 00:00:00
82830147536,923052529,2021-12-26 00:00:00
37977783295,923333123,2021-08-18 00:00:00
37977783295,923442877,2021-02-06 00:00:00
43529147637,923340614,2021-04-30 00:00:00
43529147637,923726732,2020-11-24 00:00:00
82563153157,923596503,2019-05-27 00:00:00
82563153157,923569123,2019-03-05 00:00:00
48505896555,923847936,2022-02-17 00:00:00
48505896555,923975114,2020-12-06 00:00:00
48266151756,923893314,2019-06-27 00:00:00
48266151756,923508350,2019-08-09 00:00:00
11390682666,923427479,2021-11-17 00:00:00
11390682666,923422770,2021-10-01 00:00:00
93795573099,923660282,2021-08-03 00:00:00
93795573099,923365300,2021-09-29 00:00:00
28113825295,923273692,2019-09-20 00:00:00
28113825295,923491414,2020-11-27 00:00:00
74889201785,923213710,2022-04-27 00:00:00
74889201785,923688691,2021-04-14 00:00:00
49185020628,923384784,2020-01-01 00:00:00
49185020628,923183752,2019-04-23 00:00:00
79815754724,923662166,2023-08-08 00:00:00
79815754724,923736051,2023-04-30 00:00:00
77161092160,923135227,2021-02-17 00:00:00
77161092160,923218171,2022-02-28 00:00:00
37262097309,923035237,2020-09-30 00:00:00
37262097309,923804871,2020-06-23 00:00:00
79733313043,923321245,2020-10-07 00:00:00
79733313043,923659592,2022-09-09 00:00:00
42178665879,923667060,2023-09-02 00:00:00
42178665879,923559740,2019-10-29 00:00:00
61992839044,923970775,2019-08-27 00:00:00
61992839044,923883151,2020-11-17 00:00:00
71147383005,923157962,2021-11-29 00:00:00
71147383005,923571192,2019-06-30 00:00:00
91598183167,923267278,2023-03-10 00:00:00
91598183167,923341672,2019-11-30 00:00:00
52565512069,923929352,2019-03-29 00:00:00
52565512069,923852101,2020-11-12 00:00:00
28857578482,923970384,2023-05-17 00:00:00
28857578482,923595998,2023-07-07 00:00:00
49490269145,923523377,2020-02-14 00:00:00
49490269145,923389470,2023-06-01 00:00:00
90556546779,923189695,2020-05-11 00:00:00
90556546779,923967490,2020-01-08 00:00:00
52665738448,923531313,2019-09-21 00:00:00
52665738448,923991660,2022-07-25 00:00:00
34318135850,923107832,2020-01-22 00:00:00
34318135850,923041458,2019-11-18 00:00:00
49699915892,923793477,2019-02-15 00:00:00
49699915892,923648115,2020-12-09 00:00:00
22873913379,923540229,2020-10-02 00:00:00
22873913379,923222510,2022-03-11 00:00:00
73396214019,923318278,2021-05-05 00:00:00
73396214019,923420291,2021-04-04 00:00:00
20494915490,923700375,2019-10-19 00:00:00
20494915490,923257720,2021-07-28 00:00:00
16257314309,923725506,2021-01-27 00:00:00
16257314309,923950124,2021-02-21 00:00:00
27396995380,923040629,2020-07-01 00:00:00
27396995380,923119633,2022-10-19 00:00:00
86922599218,923985999,2022-01-01 00:00:00
86922599218,923855860,2023-05-24 00:00:00
54140857518,923573265,2019-10-07 00:00:00
54140857518,923478374,2023-06-05 00:00:00
65387909877,923891347,2020-10-02 00:00:00
65387909877,923270183,2020-10-06 00:00:00
39904168853,923691738,2019-09-06 00:00:00
39904168853,923122419,2023-07-16 00:00:00
36204069418,923098290,2021-07-04 00:00:00
36204069418,923946748,2022-04-04 00:00:00
66651377937,923072103,2022-11-02 00:00:00
66651377937,923553930,2021-10-15 00:00:00
62455365382,923808881,2019-12-05 00:00:00
62455365382,923135597,2021-10-24 00:00:00
12462705515,923200184,2021-10-27 00:00:00
12462705515,923271507,2023-08-23 00:00:00
98639742080,923941182,2020-12-06 00:00:00
98639742080,923256439,2019-10-13 00:00:00
26511233284,923254707,2022-01-19 00:00:00
26511233284,923027172,2021-08-15 00:00:00
32212474335,923186298,2022-02-17 00:00:00
32212474335,923495266,2023-05-17 00:00:00
82395640525,923049571,2023-07-08 00:00:00
82395640525,923852899,2020-07-10 00:00:00
77688463422,923140780,2022-03-04 00:00:00
77688463422,923882473,2021-06-14 00:00:00
97980950426,923106717,2021-11-03 00:00:00
97980950426,923088264,2019-08-07 00:00:00
46751226673,923356952,2019-07-20 00:00:00
46751226673,923763168,2023-04-27 00:00:00
78071338328,923431158,2022-07-01 00:00:00
78071338328,923415176,2021-09-05 00:00:00
44666483357,923121179,2023-06-16 00:00:00
44666483357,923433202,2022-11-01 00:00:00
21842868328,923404741,2022-12-14 00:00:00
21842868328,923160572,2022-06-09 00:00:00
49260436538,923408432,2021-07-21 00:00:00
49260436538,923287108,2021-05-08 00:00:00
39908058371,923888603,2022-04-08 00:00:00
39908058371,923421494,2021-03-21 00:00:00
50004190935,923168316,2022-12-08 00:00:00
50004190935,923784503,2023-02-03 00:00:00
42730745941,923941021,2021-12-06 00:00:00
42730745941,923879707,2021-06-24 00:00:00
81740823052,923229834,2020-12-18 00:00:00
81740823052,923075168,2022-06-12 00:00:00
64002505236,923654794,2021-08-08 00:00:00
64002505236,923229660,2020-07-08 00:00:00
86843694347,923264072,2022-04-25 00:00:00
86843694347,923058470,2022-02-19 00:00:00
65918616257,923877169,2019-01-23 00:00:00
65918616257,923650730,2022-02-27 00:00:00
30874538184,923413632,2023-01-18 00:00:00
30874538184,923319107,2019-11-13 00:00:00
25142421180,923284599,2019-10-28 00:00:00
25142421180,923994990,2022-10-20 00:00:00
18839610443,923989194,2020-09-21 00:00:00
18839610443,923495850,2023-01-29 00:00:00
87268897820,923463571,2021-02-23 00:00:00
87268897820,923248945,2020-10-21 00:00:00
28304023656,923523377,2019-05-01 00:00:00
28304023656,923675944,2022-09-07 00:00:00
78529432462,923515729,2019-10-27 00:00:00
78529432462,923564987,2023-09-05 00:00:00
33839740411,923579428,2021-10-24 00:00:00
33839740411,923389030,2021-01-05 00:00:00
20659526946,923741912,2023-06-27 00:00:00
20659526946,923345379,2023-05-04 00:00:00
37447586470,923343938,2023-04-07 00:00:00
37447586470,923560957,2021-07-29 00:00:00
49666252044,923791985,2022-01-05 00:00:00
49666252044,923510230,2020-01-08 00:00:00
64392781885,923117488,2022-08-24 00:00:00
64392781885,923667834,2020-11-20 00:00:00
56277855676,923665047,2020-12-31 00:00:00
56277855676,923353453,2022-02-25 00:00:00
80976442780,923391875,2023-04-04 00:00:00
80976442780,923099079,2019-09-21 00:00:00
36069321705,923616513,2019-09-03 00:00:00
36069321705,923176476,2023-04-09 00:00:00
73897978567,923289112,2020-10-26 00:00:00
73897978567,923251201,2022-03-11 00:00:00
40643824247,923982724,2021-09-04 00:00:00
40643824247,923019953,2020-12-28 00:00:00
95430499887,923337442,2021-12-11 00:00:00
95430499887,923774224,2019-12-16 00:00:00
32583776168,923327665,2020-03-31 00:00:00
32583776168,923746461,2020-01-26 00:00:00
47963257604,923507316,2019-10-12 00:00:00
47963257604,923572481,2019-12-05 00:00:00
10946190431,923893130,2020-03-22 00:00:00
10946190431,923349774,2019-11-13 00:00:00
36559661508,923950124,2021-07-07 00:00:00
36559661508,923908314,2021-01-31 00:00:00
98688193382,923868411,2023-09-08 00:00:00
98688193382,923802687,2019-07-16 00:00:00
44967785935,923996780,2019-01-19 00:00:00
44967785935,923096679,2022-09-30 00:00:00
56080361631,923934231,2021-04-28 00:00:00
56080361631,923079598,2019-03-23 00:00:00
97548599806,923007601,2021-11-02 00:00:00
97548599806,923388202,2019-06-27 00:00:00
46674219356,923130226,2021-02-28 00:00:00
46674219356,923367056,2022-06-29 00:00:00
41588289357,923631710,2021-04-04 00:00:00
41588289357,923745043,2021-09-15 00:00:00
10163216542,923065311,2021-06-01 00:00:00
10163216542,923912725,2023-07-22 00:00:00
57454503470,923802116,2020-03-07 00:00:00
57454503470,923338267,2019-11-08 00:00:00
27185391394,923056590,2020-08-28 00:00:00
27185391394,923142036,2019-07-09 00:00:00
76857578657,923034033,2019-09-03 00:00:00
76857578657,923711442,2019-03-05 00:00:00
99791128058,923200074,2020-12-22 00:00:00
99791128058,923574105,2021-03-25 00:00:00
18104525705,923695870,2019-12-28 00:00:00
18104525705,923400464,2023-01-17 00:00:00
85750617569,923076963,2022-10-19 00:00:00
85750617569,923961576,2022-02-22 00:00:00
98519823083,923517518,2021-12-18 00:00:00
98519823083,923693614,2023-07-20 00:00:00
43193456259,923472981,2019-07-09 00:00:00
43193456259,923500634,2022-07-21 00:00:00
51741284036,923905472,2023-09-02 00:00:00
51741284036,923905452,2019-07-27 00:00:00
90207671788,923862707,2022-07-18 00:00:00
90207671788,923886595,2020-02-12 00:00:00
91735869870,923473478,2021-01-18 00:00:00
91735869870,923530696,2023-09-08 00:00:00
34687367292,923790520,2020-12-16 00:00:00
34687367292,923176626,2019-09-30 00:00:00
19311505366,923511973,2021-05-15 00:00:00
19311505366,923215486,2021-01-15 00:00:00
38703623955,923780159,2022-03-17 00:00:00
38703623955,923279276,2022-11-24 00:00:00
81035870420,923616705,2019-10-16 00:00:00
81035870420,923248837,2022-12-28 00:00:00
37222442146,923979109,2021-10-23 00:00:00
37222442146,923330454,2023-07-21 00:00:00
94409633544,923352118,2022-02-06 00:00:00
94409633544,923258546,2023-06-16 00:00:00
78682294269,923532786,2021-06-19 00:00:00
78682294269,923397470,2020-06-06 00:00:00
13349461008,923244968,2020-09-11 00:00:00
13349461008,923164078,2019-10-17 00:00:00
61748743206,923086530,2019-04-25 00:00:00
61748743206,923936319,2019-01-27 00:00:00
78308958214,923636652,2021-06-10 00:00:00
78308958214,923744968,2022-05-08 00:00:00
52661198304,923873822,2022-09-15 00:00:00
52661198304,923532553,2021-09-10 00:00:00
79230950914,923065301,2022-09-14 00:00:00
79230950914,923590101,2023-02-15 00:00:00
72851254276,923612342,2019-08-14 00:00:00
72851254276,923703714,2020-04-03 00:00:00
60612658251,923212481,2022-07-08 00:00:00
60612658251,923582261,2021-12-11 00:00:00
74828132945,923314172,2020-02-02 00:00:00
74828132945,923731409,2020-08-21 00:00:00
55243366009,923913570,2020-03-03 00:00:00
55243366009,923517851,2023-07-19 00:00:00
70450898060,923898516,2023-02-16 00:00:00
70450898060,923754015,2020-06-15 00:00:00
39508003508,923857954,2021-04-01 00:00:00
39508003508,923922325,2023-07-21 00:00:00
95099306836,923255196,2021-03-16 00:00:00
95099306836,923934991,2020-04-14 00:00:00
71995415311,923080929,2022-03-07 00:00:00
71995415311,923987904,2019-11-15 00:00:00
77960844914,923132197,2023-04-26 00:00:00
77960844914,923264072,2022-12-12 00:00:00
65520445897,923672185,2020-01-17 00:00:00
65520445897,923664600,2019-06-25 00:00:00
41483773039,923360779,2022-04-10 00:00:00
41483773039,923501726,2022-09-19 00:00:00
91368335254,923579748,2019-05-22 00:00:00
91368335254,923305668,2020-08-18 00:00:00
39751521212,923281212,2020-09-01 00:00:00
39751521212,923915357,2020-07-07 00:00:00
46795087271,923705913,2022-08-09 00:00:00
46795087271,923866107,2021-08-23 00:00:00
18291345618,923174085,2019-11-28 00:00:00
18291345618,923601291,2021-05-10 00:00:00
90052311683,923311207,2021-11-01 00:00:00
90052311683,923565368,2020-01-15 00:00:00
34350336763,923988812,2021-05-16 00:00:00
34350336763,923538988,2023-06-18 00:00:00
20324228934,923835120,2019-11-20 00:00:00
20324228934,923047784,2023-05-08 00:00:00
17168159029,923437581,2019-04-29 00:00:00
17168159029,923665917,2023-09-08 00:00:00
97435462061,923027142,2019-08-23 00:00:00
97435462061,923234439,2019-04-04 00:00:00
99739642540,923372831,2022-02-09 00:00:00
99739642540,923900709,2021-10-29 00:00:00
95382926878,923810721,2023-01-30 00:00:00
95382926878,923936094,2020-05-19 00:00:00
61114229243,923282525,2020-07-28 00:00:00
61114229243,923468713,2023-03-17 00:00:00
49745797012,923909737,2020-08-06 00:00:00
49745797012,923517851,2023-06-11 00:00:00
83783606848,923852899,2019-07-12 00:00:00
83783606848,923245102,2023-07-14 00:00:00
64715309022,923325735,2020-06-11 00:00:00
64715309022,923879088,2023-05-18 00:00:00
78102166226,923958462,2021-11-16 00:00:00
78102166226,923041257,2021-02-10 00:00:00
19391635418,923630646,2022-10-23 00:00:00
19391635418,923410379,2023-04-22 00:00:00
22879075197,923542098,2022-08-20 00:00:00
22879075197,923739542,2021-02-07 00:00:00
71830630074,923157270,2023-04-30 00:00:00
71830630074,923212481,2020-04-07 00:00:00
57808401904,923868159,2023-01-10 00:00:00
57808401904,923670108,2023-02-02 00:00:00
62843529304,923637553,2023-09-06 00:00:00
62843529304,923464028,2021-03-16 00:00:00
18437916283,923031972,2022-11-21 00:00:00
18437916283,923144644,2022-04-05 00:00:00
31070123951,923578654,2020-06-12 00:00:00
31070123951,923017820,2020-03-29 00:00:00
31898678571,923988610,2023-03-16 00:00:00
31898678571,923364681,2019-07-26 00:00:00
44667377919,923099687,2021-06-16 00:00:00
44667377919,923396847,2021-06-06 00:00:00
16767788379,923155603,2020-06-20 00:00:00
16767788379,923340854,2022-04-03 00:00:00
36173960409,923561307,2021-11-05 00:00:00
36173960409,923406539,2022-11-11 00:00:00
50823630313,923627987,2022-10-12 00:00:00
50823630313,923474424,2023-01-22 00:00:00
91962293067,923172898,2021-09-24 00:00:00
91962293067,923363500,2020-05-10 00:00:00
28362032362,923692313,2019-02-21 00:00:00
28362032362,923780470,2021-04-23 00:00:00
46644088335,923205183,2020-12-10 00:00:00
46644088335,923092075,2023-01-08 00:00:00
86638202584,923908891,2019-12-17 00:00:00
86638202584,923916897,2019-07-13 00:00:00
38779850373,923469962,2022-02-26 00:00:00
38779850373,923542857,2020-07-03 00:00:00
68791917866,923132105,2019-03-28 00:00:00
68791917866,923449094,2020-03-29 00:00:00
79936971783,923109277,2023-02-09 00:00:00
79936971783,923067012,2021-07-14 00:00:00
45585586673,923547322,2019-09-19 00:00:00
45585586673,923417172,2019-02-14 00:00:00
18839080334,923278954,2021-10-20 00:00:00
18839080334,923562524,2020-04-14 00:00:00
79551797800,923021023,2022-05-22 00:00:00
79551797800,923744968,2020-10-25 00:00:00
86384805302,923944176,2022-10-01 00:00:00
86384805302,923901200,2019-09-20 00:00:00
50846553487,923896532,2022-07-31 00:00:00
50846553487,923215778,2021-11-24 00:00:00
61156541386,923538928,2019-09-10 00:00:00
61156541386,923530202,2020-09-29 00:00:00
47572336002,923209242,2020-06-15 00:00:00
47572336002,923193450,2023-06-10 00:00:00
49490230109,923106777,2022-05-07 00:00:00
49490230109,923256727,2021-05-01 00:00:00
59583499550,923440905,2020-12-25 00:00:00
59583499550,923190275,2022-05-24 00:00:00
50408729183,923560983,2021-02-14 00:00:00
50408729183,923948701,2019-09-28 00:00:00
23702378459,923433686,2022-11-04 00:00:00
23702378459,923922325,2023-09-06 00:00:00
56640181913,923985185,2022-08-17 00:00:00
56640181913,923001808,2020-02-15 00:00:00
70908741443,923911740,2022-09-18 00:00:00
70908741443,923585490,2022-12-06 00:00:00
44007702426,923988812,2021-04-13 00:00:00
44007702426,923548842,2020-11-07 00:00:00
55806556019,923239944,2023-03-21 00:00:00
55806556019,923978195,2020-02-04 00:00:00
12658148342,923686806,2021-06-12 00:00:00
12658148342,923007109,2021-01-14 00:00:00
32252929352,923358756,2020-06-02 00:00:00
32252929352,923087943,2023-05-26 00:00:00
24675082614,923305668,2022-03-01 00:00:00
24675082614,923255055,2022-01-30 00:00:00
69532228429,923364469,2022-12-29 00:00:00
69532228429,923520992,2021-04-23 00:00:00
33143179612,923777679,2022-01-03 00:00:00
33143179612,923876286,2021-11-06 00:00:00
97962963295,923067490,2021-04-05 00:00:00
97962963295,923255196,2021-11-08 00:00:00
14406845787,923660384,2020-01-20 00:00:00
14406845787,923117367,2023-02-25 00:00:00
31648817885,923812266,2020-11-10 00:00:00
31648817885,923646862,2023-02-05 00:00:00
28504087666,923008804,2020-03-19 00:00:00
28504087666,923237498,2023-06-07 00:00:00
71480513649,923623392,2019-04-26 00:00:00
71480513649,923914763,2023-01-22 00:00:00
10142113345,923546811,2022-03-05 00:00:00
10142113345,923987904,2021-06-14 00:00:00
92299491008,923142928,2020-04-07 00:00:00
92299491008,923697295,2021-03-24 00:00:00
33852637168,923600026,2022-05-05 00:00:00
33852637168,923943931,2021-12-13 00:00:00
82867206202,923806154,2023-07-19 00:00:00
82867206202,923246152,2019-09-07 00:00:00
83266067081,923270041,2020-09-26 00:00:00
83266067081,923466862,2023-06-08 00:00:00
47910474399,923996930,2021-11-08 00:00:00
47910474399,923195616,2020-10-12 00:00:00
51065834774,923346008,2020-08-24 00:00:00
51065834774,923923161,2021-05-12 00:00:00
41203731932,923663095,2023-01-30 00:00:00
41203731932,923211776,2019-09-12 00:00:00
20999045505,923891347,2021-07-09 00:00:00
20999045505,923745367,2019-06-01 00:00:00
26700781832,923585547,2021-11-02 00:00:00
26700781832,923462464,2019-01-26 00:00:00
66808458839,923149525,2023-01-27 00:00:00
66808458839,923536920,2020-01-15 00:00:00
74785522805,923136325,2022-07-05 00:00:00
74785522805,923317383,2021-01-01 00:00:00
28309294045,923526263,2020-01-05 00:00:00
28309294045,923143221,2021-05-09 00:00:00
31317067048,923860731,2019-05-19 00:00:00
31317067048,923031271,2021-02-06 00:00:00
39935981073,923964418,2022-08-09 00:00:00
39935981073,923683977,2022-06-27 00:00:00
81503692850,923864799,2020-06-06 00:00:00
81503692850,923600270,2023-06-04 00:00:00
50733630570,923114324,2020-11-17 00:00:00
50733630570,923654172,2021-02-14 00:00:00
96094071482,923334270,2020-07-22 00:00:00
96094071482,923444649,2019-12-03 00:00:00
82555194755,923017820,2021-07-23 00:00:00
82555194755,923284256,2021-04-24 00:00:00
26325218270,923684546,2022-04-20 00:00:00
26325218270,923389030,2021-02-14 00:00:00
46458610662,923109857,2020-04-29 00:00:00
46458610662,923939260,2019-09-02 00:00:00
59366568905,923619721,2020-05-19 00:00:00
59366568905,923626932,2023-04-23 00:00:00
90172628933,923080883,2019-08-10 00:00:00
90172628933,923732677,2022-03-09 00:00:00
52886231211,923027550,2019-07-20 00:00:00
52886231211,923652283,2020-11-04 00:00:00
53815302246,923726182,2020-06-01 00:00:00
53815302246,923503846,2022-12-05 00:00:00
60877534804,923008804,2020-06-02 00:00:00
60877534804,923251678,2019-11-08 00:00:00
99805794951,923461174,2020-12-15 00:00:00
99805794951,923754721,2022-08-16 00:00:00
71485408579,923515447,2022-02-23 00:00:00
71485408579,923080033,2021-04-07 00:00:00
76122334774,923875786,2020-09-23 00:00:00
76122334774,923114334,2022-04-14 00:00:00
39134486306,923670386,2019-04-18 00:00:00
39134486306,923873316,2023-01-11 00:00:00
81240070549,923133674,2022-06-28 00:00:00
81240070549,923073184,2020-03-10 00:00:00
24352573382,923028574,2020-05-19 00:00:00
24352573382,923114274,2019-02-03 00:00:00
81515306730,923047412,2020-04-30 00:00:00
81515306730,923412465,2020-07-09 00:00:00
29424974729,923625338,2019-05-25 00:00:00
29424974729,923039054,2021-12-16 00:00:00
82648810869,923536920,2019-12-01 00:00:00
82648810869,923960833,2023-01-22 00:00:00
43918938111,923616705,2021-01-05 00:00:00
43918938111,923413051,2023-06-09 00:00:00
54814997088,923084590,2023-06-19 00:00:00
54814997088,923612507,2022-02-20 00:00:00
13332299899,923538461,2020-12-04 00:00:00
13332299899,923286082,2019-04-11 00:00:00
16583801128,923417245,2021-06-29 00:00:00
16583801128,923564987,2019-01-29 00:00:00
58736581537,923596942,2020-05-17 00:00:00
58736581537,923571490,2021-12-17 00:00:00
19847044183,923458360,2020-03-19 00:00:00
19847044183,923092336,2022-10-24 00:00:00
50614348274,923027550,2019-10-06 00:00:00
50614348274,923271048,2022-10-15 00:00:00
18066998836,923994663,2020-06-03 00:00:00
18066998836,923202537,2022-09-01 00:00:00
15251872803,923081644,2020-07-10 00:00:00
15251872803,923599536,2022-09-15 00:00:00
93085859837,923311931,2023-03-20 00:00:00
93085859837,923283200,2020-09-25 00:00:00
39786273200,923604745,2020-09-20 00:00:00
39786273200,923824800,2022-09-17 00:00:00
15190825031,923584822,2022-08-27 00:00:00
15190825031,923662166,2019-05-26 00:00:00
22877573312,923466765,2019-06-04 00:00:00
22877573312,923317511,2021-03-23 00:00:00
20516204988,923893130,2020-10-31 00:00:00
20516204988,923482748,2021-02-21 00:00:00
79219926717,923131953,2023-01-21 00:00:00
79219926717,923824901,2022-10-03 00:00:00
97820416406,923542098,2023-04-01 00:00:00
97820416406,923370350,2021-11-27 00:00:00
23359976299,923181625,2022-03-14 00:00:00
23359976299,923604745,2019-06-06 00:00:00
76754178266,923603436,2019-08-19 00:00:00
76754178266,923668455,2020-03-02 00:00:00
42170148681,923566432,2021-01-03 00:00:00
42170148681,923693614,2022-03-14 00:00:00
41386148285,923274915,2021-07-01 00:00:00
41386148285,923612342,2021-11-04 00:00:00
60556638301,923716111,2020-10-01 00:00:00
60556638301,923175080,2020-02-28 00:00:00
51373547814,923098617,2021-02-06 00:00:00
51373547814,923858688,2022-11-09 00:00:00
20922015686,923300863,2019-02-24 00:00:00
20922015686,923017043,2021-06-06 00:00:00
44602508241,923958998,2019-09-25 00:00:00
44602508241,923958068,2019-03-07 00:00:00
48664333220,923595998,2022-02-15 00:00:00
48664333220,923767706,2021-12-05 00:00:00
47020602747,923568152,2021-03-28 00:00:00
47020602747,923076307,2020-07-10 00:00:00
92568468718,923427573,2021-12-25 00:00:00
92568468718,923971030,2023-02-14 00:00:00
22926647994,923184947,2020-01-21 00:00:00
22926647994,923599804,2020-02-07 00:00:00
39421968592,923658530,2022-12-05 00:00:00
39421968592,923004668,2022-07-05 00:00:00
49395606575,923145676,2023-01-02 00:00:00
49395606575,923820287,2021-07-31 00:00:00
83418885403,923823424,2020-03-11 00:00:00
83418885403,923437673,2020-04-18 00:00:00
38192114576,923088105,2021-01-22 00:00:00
38192114576,923429244,2022-09-17 00:00:00
32129529040,923487691,2022-11-20 00:00:00
32129529040,923204913,2020-12-17 00:00:00
56096072749,923393954,2022-07-11 00:00:00
56096072749,923204913,2019-07-21 00:00:00
65977476449,923845200,2021-04-19 00:00:00
65977476449,923592084,2020-02-17 00:00:00
30736899237,923938790,2022-02-23 00:00:00
30736899237,923676529,2021-07-18 00:00:00
89683147693,923219007,2020-02-14 00:00:00
89683147693,923946748,2021-12-14 00:00:00
49382504313,923488300,2019-10-10 00:00:00
49382504313,923484296,2022-12-16 00:00:00
42408884453,923736526,2022-12-14 00:00:00
42408884453,923692789,2022-01-23 00:00:00
77280192122,923512222,2022-07-24 00:00:00
77280192122,923526282,2020-08-06 00:00:00
37204372310,923402501,2021-01-18 00:00:00
37204372310,923182439,2020-09-10 00:00:00
46902940708,923704709,2023-05-22 00:00:00
46902940708,923046637,2023-08-15 00:00:00
49478957166,923720831,2019-12-18 00:00:00
49478957166,923996573,2020-05-17 00:00:00
84431966780,923912951,2021-06-11 00:00:00
84431966780,923136840,2022-03-09 00:00:00
48366668521,923802687,2023-05-15 00:00:00
48366668521,923548842,2020-10-20 00:00:00
88376827522,923284599,2022-05-19 00:00:00
88376827522,923616106,2022-05-11 00:00:00
88741365280,923730288,2019-12-01 00:00:00
88741365280,923165310,2021-01-29 00:00:00
70840080727,923080709,2022-10-30 00:00:00
70840080727,923716111,2019-07-21 00:00:00
79906079868,923024224,2021-10-09 00:00:00
79906079868,923393867,2023-08-27 00:00:00
40784884419,923604239,2019-09-18 00:00:00
40784884419,923061357,2019-05-08 00:00:00
35669504434,923302333,2020-05-18 00:00:00
35669504434,923253751,2019-09-13 00:00:00
33928210669,923442271,2021-08-11 00:00:00
33928210669,923277153,2021-09-16 00:00:00
81749991644,923844589,2020-08-22 00:00:00
81749991644,923028917,2021-11-18 00:00:00
73540125502,923256881,2019-12-14 00:00:00
73540125502,923024433,2022-12-14 00:00:00
43612222982,923654172,2023-02-13 00:00:00
43612222982,923457740,2023-05-19 00:00:00
28529635389,923782670,2020-09-21 00:00:00
28529635389,923048390,2019-09-28 00:00:00
44190964042,923707014,2019-12-28 00:00:00
44190964042,923048393,2022-04-29 00:00:00
77267384860,923377791,2023-06-09 00:00:00
77267384860,923850811,2019-07-29 00:00:00
86701267999,923074821,2019-11-19 00:00:00
86701267999,923280168,2021-04-25 00:00:00
23830756440,923728643,2021-12-11 00:00:00
23830756440,923065779,2021-11-22 00:00:00
77532141426,923318278,2020-07-13 00:00:00
77532141426,923119919,2019-08-18 00:00:00
20917328718,923726732,2020-09-06 00:00:00
20917328718,923229612,2019-08-16 00:00:00
13835131302,923170846,2019-07-29 00:00:00
13835131302,923214801,2019-12-31 00:00:00
81530494396,923856178,2021-09-23 00:00:00
81530494396,923652363,2020-08-11 00:00:00
12748910084,923013258,2022-03-17 00:00:00
12748910084,923204925,2021-06-01 00:00:00
73874885774,923609203,2019-07-08 00:00:00
73874885774,923740390,2020-04-20 00:00:00
37129608809,923102063,2021-12-20 00:00:00
37129608809,923375561,2020-03-18 00:00:00
12996975351,923724738,2019-06-05 00:00:00
12996975351,923278408,2021-04-05 00:00:00
70941028567,923355208,2021-03-22 00:00:00
70941028567,923639713,2022-04-21 00:00:00
33944973822,923327434,2020-10-08 00:00:00
33944973822,923752989,2019-03-02 00:00:00
39448175695,923552209,2022-05-31 00:00:00
39448175695,923683639,2022-10-12 00:00:00
87021856186,923671592,2022-03-31 00:00:00
87021856186,923365551,2020-06-16 00:00:00
77897013836,923407646,2020-09-25 00:00:00
77897013836,923080709,2023-08-08 00:00:00
64253667103,923141504,2021-07-28 00:00:00
64253667103,923355247,2020-10-20 00:00:00
20717372912,923719295,2019-10-07 00:00:00
20717372912,923755623,2023-05-23 00:00:00
18344512984,923421260,2021-09-13 00:00:00
18344512984,923395931,2022-10-26 00:00:00
47747704131,923083321,2020-12-31 00:00:00
47747704131,923912274,2020-11-19 00:00:00
19065800614,923203789,2022-05-14 00:00:00
19065800614,923006672,2020-11-23 00:00:00
13989874004,923325110,2019-04-19 00:00:00
13989874004,923018089,2019-11-01 00:00:00
28365392978,923024150,2021-12-30 00:00:00
28365392978,923145622,2020-04-10 00:00:00
43874640769,923533417,2022-10-12 00:00:00
43874640769,923141225,2019-03-13 00:00:00
61529824209,923319363,2019-04-22 00:00:00
61529824209,923449437,2023-04-24 00:00:00
38145318759,923864036,2019-01-25 00:00:00
38145318759,923374195,2021-04-02 00:00:00
