case number,status,suspect
SIU6j,pending,81729922488
SIU6j,pending,13485025675
SIU6j,pending,35586990968
SIU6j,pending,25627518175
SIU6j,pending,58824035555
SIU6j,pending,41000820618
cmeno,closed,65586050284
cmeno,closed,89189806860
spaMz,pending,14030981703
esv6A,closed,53410511032
esv6A,closed,47459505674
esv6A,closed,42170148681
esv6A,closed,36958155112
esv6A,closed,42613909929
esv6A,closed,65918616257
esv6A,closed,30361883723
Y1dvy,closed,32239693542
bv051,pending,17477405046
bv051,pending,65179641372
bv051,pending,14295566228
dgeQn,closed,47138415836
CTW7M,closed,61463805815
CTW7M,closed,88009792474
CTW7M,closed,12609868136
CTW7M,closed,52565512069
CTW7M,closed,73432032240
CTW7M,closed,15707970669
CTW7M,closed,32989676996
icT2z,pending,43708967575
icT2z,pending,48777099606
icT2z,pending,18595545178
icT2z,pending,92658397212
icT2z,pending,79982290144
icT2z,pending,36083880490
6TJNP,closed,88699405883
Jx6Ne,closed,91249094935
Jx6Ne,closed,74283059619
Jx6Ne,closed,90387362113
Jx6Ne,closed,64094929025
k8gyG,pending,20516204988
k8gyG,pending,18066287659
4jABw,closed,35814069883
4jABw,closed,97825073972
4jABw,closed,81430973812
6BzIc,pending,55056478911
6BzIc,pending,41751306570
6BzIc,pending,24914075422
6BzIc,pending,17291441457
6BzIc,pending,93023167502
6BzIc,pending,21092635839
6BzIc,pending,73076064016
5P4tl,pending,78732706487
5P4tl,pending,18344512984
5P4tl,pending,86599310416
5P4tl,pending,95694406848
zvqPS,pending,84721531726
zvqPS,pending,34686152508
zvqPS,pending,33848861029
zvqPS,pending,38905449417
zvqPS,pending,21588628772
zvqPS,pending,10142113345
zvqPS,pending,98395556270
zvqPS,pending,24217081053
zvqPS,pending,14309885840
zvqPS,pending,22873913379
LCCIw,closed,82002289272
LCCIw,closed,88183216630
LCCIw,closed,16572004490
9gx8m,pending,81503692850
9gx8m,pending,82054177755
9gx8m,pending,98728517042
9gx8m,pending,36585212652
LvkPW,pending,75723008839
LvkPW,pending,67798169149
LvkPW,pending,64237740087
LvkPW,pending,85430661839
LvkPW,pending,86909305460
LvkPW,pending,43057462385
LvkPW,pending,77888807075
LvkPW,pending,19514889654
LvkPW,pending,47193401102
LvkPW,pending,34709502758
9r6kk,pending,70534175837
9r6kk,pending,61567109310
9r6kk,pending,45976121266
9r6kk,pending,74701785554
9r6kk,pending,58302341959
9r6kk,pending,24197775374
9r6kk,pending,71952253859
9r6kk,pending,74867481749
9r6kk,pending,88830938671
9r6kk,pending,88491800535
TEb3C,pending,33839740411
TEb3C,pending,38679578208
TEb3C,pending,48037627563
TEb3C,pending,26357506687
TEb3C,pending,93200815498
TEb3C,pending,13626118890
HZePo,closed,70245321958
HZePo,closed,89858299798
HZePo,closed,71284496661
HZePo,closed,19573493587
HZePo,closed,36534734487
FQ0ay,pending,24216330248
hNB3W,closed,28728262658
hNB3W,closed,31317067048
hNB3W,closed,32736936806
hNB3W,closed,16632776493
hNB3W,closed,38424745557
hNB3W,closed,75081035541
hNB3W,closed,18314433789
hNB3W,closed,65931939962
hNB3W,closed,42496197100
3mAUa,pending,36503436232
3mAUa,pending,72797440603
3mAUa,pending,55243366009
3mAUa,pending,97980950426
3mAUa,pending,70881874323
3mAUa,pending,22456703093
3mAUa,pending,46918732920
3mAUa,pending,44245454190
3mAUa,pending,26163115923
4UBZ0,closed,66666811604
4UBZ0,closed,81240070549
aB4Sd,pending,43527267396
aB4Sd,pending,95718218555
aB4Sd,pending,58937121337
aB4Sd,pending,53022071072
aB4Sd,pending,37106970085
aB4Sd,pending,95169518867
jNimT,pending,18053246370
jNimT,pending,18482233495
jNimT,pending,15377406747
jNimT,pending,83365984088
jNimT,pending,89697850691
2hDGA,closed,97862335292
2hDGA,closed,69686160595
2hDGA,closed,31023715711
2hDGA,closed,18838054150
2hDGA,closed,25239532655
2hDGA,closed,22873913379
2hDGA,closed,14388886525
KeXcb,pending,66258345442
KeXcb,pending,86594696470
KeXcb,pending,94817341548
KeXcb,pending,87071184568
KeXcb,pending,96480066829
4lRAW,pending,63303966351
4lRAW,pending,76857200474
4lRAW,pending,52961101685
4lRAW,pending,69130707415
gLkQ3,pending,28728262658
gLkQ3,pending,58310582864
gLkQ3,pending,86914799254
gLkQ3,pending,86317621221
gLkQ3,pending,96019739903
pzj1v,closed,50359894855
pzj1v,closed,24746310978
pzj1v,closed,49298501527
pzj1v,closed,24068851864
pzj1v,closed,50444559402
oSq2W,closed,15949706696
oSq2W,closed,99132493748
oSq2W,closed,99110665924
oSq2W,closed,83826153418
oSq2W,closed,60936294662
oSq2W,closed,47945801409
oSq2W,closed,94830151160
oSq2W,closed,29352207822
oSq2W,closed,29801441638
ct7QB,pending,22728656512
ct7QB,pending,46338555147
ct7QB,pending,11498531159
ct7QB,pending,74002298835
CB97W,closed,77264901591
CB97W,closed,28857578482
CB97W,closed,68947816546
CB97W,closed,16378479766
CB97W,closed,31586514815
a0BWO,pending,91345055002
a0BWO,pending,97753179767
a0BWO,pending,66373608274
a0BWO,pending,51031554913
a0BWO,pending,11831083793
a0BWO,pending,20922015686
a0BWO,pending,93640609729
a0BWO,pending,25626934008
a0BWO,pending,63927024802
a0BWO,pending,84307353055
dLCGn,pending,59658595136
1qAr2,closed,27390617662
nUJKd,closed,94657607297
nUJKd,closed,21667310682
nUJKd,closed,54943581431
nUJKd,closed,31070123951
nUJKd,closed,61120139860
2JvJy,pending,96130775007
2JvJy,pending,67163807725
2JvJy,pending,72851254276
Eqiuw,pending,76924103417
Eqiuw,pending,84719926416
Eqiuw,pending,73542457143
Eqiuw,pending,67475459332
Eqiuw,pending,74961593997
VY3eu,closed,33155022589
VY3eu,closed,78438555045
0oamo,pending,10773450877
0oamo,pending,39647571525
0oamo,pending,61747185906
0oamo,pending,29813203215
FxcsT,pending,10218535326
BVUvS,pending,46509252853
9kvCa,closed,80134192143
9kvCa,closed,73396214019
pfbcF,pending,26564096954
pfbcF,pending,52909390487
pfbcF,pending,21061651949
pfbcF,pending,94605541682
pfbcF,pending,35624393594
pfbcF,pending,13767431840
pfbcF,pending,96328881695
pfbcF,pending,21263216228
pfbcF,pending,69926212932
j387V,closed,43957314457
MMupl,pending,91405993705
MMupl,pending,60124720260
MMupl,pending,59981137606
MMupl,pending,90408284537
xj0mc,closed,23978138236
xj0mc,closed,20324228934
CvqgH,closed,76028120680
CvqgH,closed,82999914880
CvqgH,closed,78337343497
CvqgH,closed,19348057551
CvqgH,closed,31957827907
CvqgH,closed,67597998826
CvqgH,closed,52020399035
zDocR,closed,99223826589
D0cqG,pending,69970326084
D0cqG,pending,27329229423
D0cqG,pending,60247124219
D0cqG,pending,84560711463
D0cqG,pending,67047622238
D0cqG,pending,51833412880
D0cqG,pending,72039974038
D0cqG,pending,78697208033
D0cqG,pending,41825914870
XglhQ,closed,59694597167
XglhQ,closed,44411574316
XglhQ,closed,12462705515
57OxX,closed,11857789869
57OxX,closed,33159440308
57OxX,closed,60370632048
57OxX,closed,54293004913
57OxX,closed,20338430371
J7lZA,pending,90581405213
J7lZA,pending,87775378499
J7lZA,pending,61529824209
J7lZA,pending,70289170428
I20hW,closed,99521556209
I20hW,closed,20854559200
I20hW,closed,18104880413
I20hW,closed,76785940986
I20hW,closed,24655783851
I20hW,closed,92360763458
I20hW,closed,85472739302
I20hW,closed,24202590954
I20hW,closed,42937307858
zSqDc,pending,85468343419
zSqDc,pending,55319488984
zSqDc,pending,34992859749
zSqDc,pending,17291441457
zSqDc,pending,14188826688
zSqDc,pending,84157078280
zSqDc,pending,47134050421
zSqDc,pending,32539429812
zSqDc,pending,22581684464
fwcP8,closed,56828527491
fwcP8,closed,43086287760
fwcP8,closed,68632586178
fwcP8,closed,37222442146
fwcP8,closed,37815089244
fwcP8,closed,16129113950
fwcP8,closed,80791110255
fwcP8,closed,50222142966
OmZ2l,pending,26702232880
OmZ2l,pending,64321194196
M22T3,closed,47822557387
M22T3,closed,51031554913
M22T3,closed,33895580415
M22T3,closed,10737319935
nN3KW,pending,70397947724
nN3KW,pending,60466772097
EtFks,closed,30673619372
EtFks,closed,65248127519
EtFks,closed,80011923345
EtFks,closed,97312778964
EtFks,closed,70992477892
EtFks,closed,53410511032
EtFks,closed,37262097309
EtFks,closed,44245454190
EtFks,closed,55183639583
OJ9OQ,pending,15237496260
OJ9OQ,pending,41158528029
OJ9OQ,pending,95069387382
gwSlS,pending,37304888700
gwSlS,pending,15048818257
gwSlS,pending,22921307691
gwSlS,pending,57356294724
gwSlS,pending,81557862365
gwSlS,pending,44989675310
gwSlS,pending,92531933161
gwSlS,pending,88070984935
XeYfm,pending,12834771931
XeYfm,pending,12075891608
XeYfm,pending,49298501527
XeYfm,pending,86867873250
XeYfm,pending,53333287262
hv5at,closed,11284623464
hv5at,closed,31574632665
AYkQk,pending,76647470030
AYkQk,pending,92215316532
AYkQk,pending,46087021447
AYkQk,pending,60640839492
AYkQk,pending,51065834774
AYkQk,pending,56277855676
AYkQk,pending,67729059369
3NoPP,pending,99896509152
3NoPP,pending,21531777256
3NoPP,pending,99993647059
3NoPP,pending,61991350918
73W4h,pending,34811503459
73W4h,pending,29604831600
7IAYq,closed,49486134245
7IAYq,closed,36913537746
7IAYq,closed,38507667510
7IAYq,closed,81325839769
7IAYq,closed,70684695635
7IAYq,closed,17094452469
7IAYq,closed,91942062837
7IAYq,closed,99923317951
7IAYq,closed,99739642540
7IAYq,closed,11670792369
wjGuw,pending,23012596317
wjGuw,pending,47074234002
wjGuw,pending,67475459332
wjGuw,pending,10267147811
wjGuw,pending,60119522068
wjGuw,pending,77329444102
wjGuw,pending,15237496260
wjGuw,pending,73229516718
Dv8w8,closed,88329881194
37OZX,closed,32619650802
37OZX,closed,44554916626
37OZX,closed,82095392417
37OZX,closed,90387362113
37OZX,closed,57111152894
37OZX,closed,65842573266
bhrFx,pending,97485091036
bhrFx,pending,35563464144
bhrFx,pending,77186696553
bhrFx,pending,38905449417
bhrFx,pending,83732902492
xjm2i,closed,49010428322
xjm2i,closed,85735732378
Hs9wN,closed,66049250863
Hs9wN,closed,43370303474
Hs9wN,closed,60614161296
Hs9wN,closed,63598671916
Hs9wN,closed,16486687329
Hs9wN,closed,59658595136
Hs9wN,closed,20495710697
Hs9wN,closed,96816032836
Hs9wN,closed,31350139257
Hs9wN,closed,30978900934
rweAi,pending,51908825581
rweAi,pending,14328610350
Uc2rJ,closed,92458770173
Uc2rJ,closed,11029600316
Uc2rJ,closed,31482018489
Uc2rJ,closed,67519198019
Uc2rJ,closed,48643188933
Uc2rJ,closed,65464750596
Uc2rJ,closed,78083494697
yUeQ0,closed,79219926717
yUeQ0,closed,73897978567
yUeQ0,closed,84399639896
yUeQ0,closed,30373414736
yUeQ0,closed,45476517966
yUeQ0,closed,60655504790
yUeQ0,closed,51352512313
vnXSi,pending,24907059456
vnXSi,pending,73395038055
vnXSi,pending,88977066032
vnXSi,pending,72915627275
vnXSi,pending,25330674827
vnXSi,pending,99520015555
vnXSi,pending,96426375322
vnXSi,pending,53152001492
vnXSi,pending,37426489119
vnXSi,pending,62630052701
xxH9x,pending,90541315742
xxH9x,pending,12043652535
xxH9x,pending,83143806829
gG7Dq,pending,89089508114
gG7Dq,pending,99305678824
gG7Dq,pending,57813315657
kmDhp,pending,50576676953
kmDhp,pending,91479473415
kmDhp,pending,48534394620
kmDhp,pending,29780704599
kmDhp,pending,44237688186
kmDhp,pending,55699892072
kmDhp,pending,60761764691
kmDhp,pending,96783230362
kmDhp,pending,88034644748
kmDhp,pending,30481251486
guXQJ,closed,38637038078
guXQJ,closed,38047651108
guXQJ,closed,75269707346
guXQJ,closed,78337343497
guXQJ,closed,53120744691
guXQJ,closed,46946793296
guXQJ,closed,81729922488
guXQJ,closed,54604215027
0Fi3R,closed,51509945852
0Fi3R,closed,37954332527
0Fi3R,closed,94409633544
0Fi3R,closed,49398332081
0Fi3R,closed,41535915665
0Fi3R,closed,39309476110
0Fi3R,closed,42555907512
0Fi3R,closed,41497951443
nlz4o,pending,42650542896
nlz4o,pending,76509635426
nlz4o,pending,27777167547
nlz4o,pending,24789631365
nlz4o,pending,29472369590
SxSx3,pending,16486687329
SxSx3,pending,98777610414
SxSx3,pending,68993164663
SxSx3,pending,20147010383
SxSx3,pending,87194301452
0jbHw,closed,65388897738
0jbHw,closed,82095392417
0jbHw,closed,55969015067
0jbHw,closed,96309088987
N6hsK,pending,80344758375
N6hsK,pending,84169558600
N6hsK,pending,54539081540
N6hsK,pending,91660835717
N6hsK,pending,94644234680
N6hsK,pending,95474198317
N6hsK,pending,95382926878
N6hsK,pending,97114935362
gJYPU,closed,64690789323
gJYPU,closed,41790066828
gJYPU,closed,91959823763
6eQB9,pending,36534734487
6eQB9,pending,76754178266
6eQB9,pending,48251708357
6eQB9,pending,87268897820
6eQB9,pending,29318406929
6eQB9,pending,27850454203
1KhdQ,closed,10267147811
1KhdQ,closed,27556081136
1KhdQ,closed,58828823001
1KhdQ,closed,19316764103
2JvsG,pending,93027567771
2JvsG,pending,18398490100
2JvsG,pending,16387196324
2JvsG,pending,19847044183
2JvsG,pending,97114935362
2JvsG,pending,34648240191
2JvsG,pending,64478695564
2JvsG,pending,61463229567
2JvsG,pending,35360773748
ds51E,pending,82002289272
ds51E,pending,82612179654
ds51E,pending,49305715154
ds51E,pending,42456257549
ds51E,pending,90896725370
Q57iJ,closed,67729059369
GaYpi,closed,44912853836
GaYpi,closed,86333305628
GaYpi,closed,98006463077
GaYpi,closed,61680199507
GaYpi,closed,93085859837
GaYpi,closed,54604215027
GaYpi,closed,61555146987
GaYpi,closed,23234665297
GaYpi,closed,73228088612
adG4b,closed,37507838247
adG4b,closed,75062947728
adG4b,closed,54062351842
adG4b,closed,99025770083
adG4b,closed,35836481654
adG4b,closed,11383845280
adG4b,closed,21586314524
adG4b,closed,29288375427
adG4b,closed,91345055002
adG4b,closed,57274378551
4GNg9,closed,98856353913
4GNg9,closed,68013803088
4GNg9,closed,59144805070
4GNg9,closed,96419868398
4GNg9,closed,75406145041
4GNg9,closed,38507667510
4GNg9,closed,38466272702
4GNg9,closed,99866294605
1JbWZ,pending,43276544582
1JbWZ,pending,57875603358
1JbWZ,pending,69480801423
1JbWZ,pending,14131719656
1JbWZ,pending,41956535073
GRRUN,pending,63953158416
GRRUN,pending,37082921732
GRRUN,pending,20112192208
GRRUN,pending,41792533913
GRRUN,pending,36083880490
kTTWm,closed,86424468723
kTTWm,closed,54539081540
kTTWm,closed,76723860823
kTTWm,closed,60200214137
kTTWm,closed,22173123556
kTTWm,closed,24144589403
PZINa,closed,75630011961
PZINa,closed,80344758375
PZINa,closed,35824964406
PZINa,closed,75144465901
PZINa,closed,24592386975
PZINa,closed,47619926063
PZINa,closed,92059011620
PZINa,closed,54818382280
PZINa,closed,74867481749
PZINa,closed,26357506687
v0nti,closed,75266414301
v0nti,closed,68857993588
v0nti,closed,30601707754
v0nti,closed,64656312600
v0nti,closed,49260436538
v0nti,closed,71565463228
v0nti,closed,32873542329
kACYb,closed,90580133816
kACYb,closed,49305715154
kACYb,closed,32587889878
kACYb,closed,54241516782
kACYb,closed,75332551053
kACYb,closed,50868595883
kACYb,closed,95315784908
zFnx8,closed,26511233284
zFnx8,closed,38192114576
zFnx8,closed,97862335292
zFnx8,closed,88457725112
zFnx8,closed,13333008747
zFnx8,closed,26145476700
zFnx8,closed,61760146613
ZjFY7,closed,99843968801
ZjFY7,closed,44634156832
Ua0Xn,pending,20373082345
Ua0Xn,pending,53735007402
Ua0Xn,pending,85805163491
Ua0Xn,pending,74693780265
Ua0Xn,pending,48441589231
Jmogv,closed,27744540147
Jmogv,closed,48775336424
Jmogv,closed,87835409699
Jmogv,closed,66360012758
Jmogv,closed,75630011961
Jmogv,closed,92693132803
Jmogv,closed,83330975625
Jmogv,closed,27500380507
LMB2N,pending,95767744986
LMB2N,pending,12445925724
LMB2N,pending,56906013219
LMB2N,pending,79800480891
LMB2N,pending,31613405795
LMB2N,pending,74421458035
LMB2N,pending,76351326272
LMB2N,pending,54591106344
LMB2N,pending,14131719656
WF0Vn,closed,53988041908
WF0Vn,closed,66725567138
WF0Vn,closed,41245883510
WF0Vn,closed,51025905726
WF0Vn,closed,44192667086
WF0Vn,closed,24087271491
WF0Vn,closed,22005581565
mmTqd,closed,40596539474
mmTqd,closed,89229469375
mmTqd,closed,21951633253
mmTqd,closed,16631921785
mmTqd,closed,39839695685
mmTqd,closed,94443975331
mmTqd,closed,59943705774
mmTqd,closed,37992172589
mmTqd,closed,82125655333
MjASt,pending,18879870523
MjASt,pending,82174632169
MjASt,pending,22172591241
MjASt,pending,63467292040
MjASt,pending,78373984606
MjASt,pending,34754522922
MjASt,pending,93201964675
J2wcg,pending,95307882551
J2wcg,pending,68920052596
J2wcg,pending,78336618399
65Ljl,closed,94830151160
65Ljl,closed,26158355070
65Ljl,closed,89603240741
65Ljl,closed,60064797120
65Ljl,closed,39264917566
65Ljl,closed,53033156770
LjXb3,pending,29480198545
LjXb3,pending,73540125502
zcRwy,closed,84492939008
zcRwy,closed,60813463577
zcRwy,closed,83134704838
zcRwy,closed,40586061807
zcRwy,closed,42819643781
zcRwy,closed,40766092873
zcRwy,closed,84844120370
zcRwy,closed,17134426054
ofpN9,pending,77833835014
ofpN9,pending,26023938911
ofpN9,pending,20494915490
ofpN9,pending,57979817255
ofpN9,pending,87601402003
ofpN9,pending,42357792636
PfVw4,pending,88395831753
PfVw4,pending,49203358991
PfVw4,pending,88560776078
PfVw4,pending,92815000167
PfVw4,pending,11814973499
PfVw4,pending,18821982947
PfVw4,pending,43799945013
PfVw4,pending,36662156510
PfVw4,pending,38507667510
PfVw4,pending,45976121266
oKjXQ,closed,59887099195
oKjXQ,closed,65388897738
oKjXQ,closed,30673619372
PgMLF,closed,30874538184
PgMLF,closed,18839610443
PgMLF,closed,95034494650
PgMLF,closed,92568468718
PgMLF,closed,63108978008
PgMLF,closed,79785199004
ucHKk,closed,46674219356
ucHKk,closed,35989432140
PN4xU,pending,81564051358
PN4xU,pending,70412121828
PN4xU,pending,52456212854
PN4xU,pending,63108978008
PN4xU,pending,54814997088
PN4xU,pending,61432629167
PN4xU,pending,84200197293
PN4xU,pending,49778302557
PN4xU,pending,67597998826
PN4xU,pending,37115205342
oUMBs,closed,20896837105
oUMBs,closed,11625186483
oUMBs,closed,63605475269
oUMBs,closed,84596842461
oUMBs,closed,24760467908
ahvW7,pending,13399770474
ahvW7,pending,38466272702
ahvW7,pending,72653214834
ahvW7,pending,76028120680
ahvW7,pending,80800418803
ahvW7,pending,43649291498
ahvW7,pending,50953326385
ahvW7,pending,99591866674
ahvW7,pending,96378692971
oKxeW,closed,14099591998
oKxeW,closed,18376776936
oKxeW,closed,70892815428
kFU9e,closed,61361098225
kFU9e,closed,39909267845
vov0n,closed,48884828598
vov0n,closed,80194470999
vov0n,closed,23650333382
vov0n,closed,51068197951
vov0n,closed,71862192948
vov0n,closed,56684889289
vov0n,closed,22456703093
vov0n,closed,75723008839
vov0n,closed,31639052641
OdmGO,pending,63083182493
OdmGO,pending,80780763481
OdmGO,pending,23234665297
OdmGO,pending,55753193770
OdmGO,pending,35922911147
OdmGO,pending,90207671788
OdmGO,pending,31586514815
fZg40,closed,83908298280
fZg40,closed,49190534391
fZg40,closed,38254779982
fZg40,closed,80246050778
fZg40,closed,17387482403
fZg40,closed,12748910084
fZg40,closed,91545098347
fZg40,closed,64997950243
UAMhQ,closed,91171989154
9OiDV,closed,49778302557
x9fVH,pending,49139073923
x9fVH,pending,79982290144
x9fVH,pending,24767184625
x9fVH,pending,32120363754
x9fVH,pending,51507414678
x9fVH,pending,65477667752
x9fVH,pending,72750068333
x9fVH,pending,64832904954
x9fVH,pending,94921642953
x9fVH,pending,84080905440
fYHpU,closed,44245454190
fYHpU,closed,68045922741
fYHpU,closed,65809515395
fYHpU,closed,69595287977
fYHpU,closed,16372587836
fYHpU,closed,91163831815
fYHpU,closed,57613374175
9Xc18,pending,98173706000
9Xc18,pending,65008816730
9Xc18,pending,82973382689
9Xc18,pending,13203505538
9Xc18,pending,44011720054
9Xc18,pending,88362193655
9Xc18,pending,19723952820
5p6vM,closed,63805350914
5p6vM,closed,24293261154
5p6vM,closed,57404993745
5p6vM,closed,41627454703
5p6vM,closed,78290386673
5p6vM,closed,59896907641
5p6vM,closed,94534374248
5p6vM,closed,59076711409
5p6vM,closed,55490594204
5p6vM,closed,25239532655
gBAU7,pending,76931194582
gBAU7,pending,41192880914
jiTEF,closed,44666483357
jiTEF,closed,31263932082
jiTEF,closed,63927024802
jiTEF,closed,61596644114
jiTEF,closed,12308265425
jiTEF,closed,97041152992
jiTEF,closed,90821024191
jiTEF,closed,50191032350
jiTEF,closed,28224436860
jiTEF,closed,55084954475
dI6m2,closed,19552705850
dI6m2,closed,85480589882
dI6m2,closed,61454270430
dI6m2,closed,84794445086
dI6m2,closed,24464696136
h5z6u,closed,80782642725
h5z6u,closed,15506899425
h5z6u,closed,97631975364
h5z6u,closed,64931325688
h5z6u,closed,78438555045
h5z6u,closed,29778663185
h5z6u,closed,46732715098
h5z6u,closed,72731331397
DSZjF,pending,84413024068
DSZjF,pending,81557862365
DSZjF,pending,98025261473
DSZjF,pending,32032619674
FLcLl,closed,65725270828
FLcLl,closed,56216435714
FLcLl,closed,50576676953
FLcLl,closed,88303272394
FLcLl,closed,14309885840
FLcLl,closed,71104503805
foQl6,pending,81530494396
c0OD9,closed,71594913398
c0OD9,closed,19461800940
c0OD9,closed,95235334240
c0OD9,closed,95729960352
c0OD9,closed,12123341555
c0OD9,closed,22263184945
c0OD9,closed,29586504057
c0OD9,closed,93244926641
qfLpP,closed,26821766767
qfLpP,closed,82648810869
qfLpP,closed,31861629010
qfLpP,closed,88200629664
qfLpP,closed,49072461223
qfLpP,closed,30320149703
qfLpP,closed,47376092057
qfLpP,closed,90550618046
qfLpP,closed,44755877814
yCcVU,pending,64987874602
yCcVU,pending,63791776695
yCcVU,pending,45890392066
JFNDy,closed,60124720260
JFNDy,closed,58931137351
JFNDy,closed,65049632630
JFNDy,closed,95091177662
JFNDy,closed,64002505236
XoXQl,closed,66552141410
XoXQl,closed,91072057322
XoXQl,closed,88968867239
XoXQl,closed,87609023431
XoXQl,closed,83143806829
XoXQl,closed,34701005612
XoXQl,closed,28622598333
V5OHM,pending,84870659692
V5OHM,pending,70020125759
LUiEz,pending,79678994699
LUiEz,pending,58635253258
LUiEz,pending,37536885147
LUiEz,pending,23028342363
LUiEz,pending,29500142028
LUiEz,pending,43957314457
LUiEz,pending,13818627530
4EJp3,pending,77305826461
4EJp3,pending,31763687324
M8Rht,closed,44237688186
M8Rht,closed,50187465597
M8Rht,closed,42456257549
M8Rht,closed,76122334774
M8Rht,closed,41850490621
M8Rht,closed,21881956592
M8Rht,closed,87627300279
M8Rht,closed,16486687329
EOIwT,pending,50209487983
EOIwT,pending,52891618947
EOIwT,pending,11471709999
EOIwT,pending,36541764126
fz69A,pending,48371732200
fz69A,pending,31613405795
U9JbG,closed,51478911377
U9JbG,closed,64868663503
GSRbt,closed,65018379505
GSRbt,closed,64430328283
1iI37,closed,29836712643
1iI37,closed,70430046072
1iI37,closed,97997712311
1iI37,closed,65365776662
KDAY3,pending,86841727481
KDAY3,pending,89059992641
KDAY3,pending,83356492034
Utmgq,pending,54799014274
6yro1,pending,59135000949
6yro1,pending,62956214214
6yro1,pending,52312451670
6yro1,pending,49960037673
6yro1,pending,33177358558
l0Xux,closed,90750879137
l0Xux,closed,18104525705
l0Xux,closed,40637437124
l0Xux,closed,43908437981
l0Xux,closed,98601052094
l0Xux,closed,31075062188
l0Xux,closed,34992859749
l0Xux,closed,41604348011
l0Xux,closed,61567109310
l0Xux,closed,86097317061
ReGxQ,closed,35953349361
ReGxQ,closed,39977245056
ReGxQ,closed,87593724764
ReGxQ,closed,32743762354
ReGxQ,closed,54783231349
ReGxQ,closed,55319488984
ReGxQ,closed,64818588590
ZUEcC,pending,39786273200
ZUEcC,pending,67891456900
ZUEcC,pending,54799014274
8Zj4R,pending,99991931518
8Zj4R,pending,78373984606
8Zj4R,pending,96143092998
8Zj4R,pending,28365392978
P64A7,pending,88518789995
P64A7,pending,54591106344
P64A7,pending,12558306405
P64A7,pending,47390111899
P64A7,pending,25692351245
P64A7,pending,33921539044
6qBCu,pending,45755409897
6qBCu,pending,33928210669
6qBCu,pending,84157078280
6qBCu,pending,69063937145
6qBCu,pending,40573527709
6qBCu,pending,79671871218
DPs8B,closed,51820577843
DPs8B,closed,92892618670
9S4rS,closed,74423765001
9S4rS,closed,75355535194
9S4rS,closed,87911254029
1621N,closed,71973850291
1621N,closed,38732593186
1621N,closed,87531200256
aVjXC,closed,51509945852
aVjXC,closed,78732706487
aVjXC,closed,91073868776
cPKjq,pending,98025261473
cPKjq,pending,33677668176
cPKjq,pending,53901969645
cPKjq,pending,22227616299
cPKjq,pending,47687535940
1bKxf,pending,19391635418
1bKxf,pending,50222142966
1bKxf,pending,72327949712
1bKxf,pending,24799576868
1bKxf,pending,96277257744
1bKxf,pending,29604831600
1bKxf,pending,64531459228
1bKxf,pending,81035870420
1bKxf,pending,36818079955
UkDAy,closed,61361098225
UkDAy,closed,53735007402
UkDAy,closed,92671651850
UkDAy,closed,42018742374
Edwct,closed,28663340803
Edwct,closed,24228644620
Edwct,closed,72495234541
Edwct,closed,91736525570
Edwct,closed,48643188933
8ON6P,closed,46372071982
8ON6P,closed,92458770173
y2z1X,pending,21210643993
y2z1X,pending,33165403889
VzgHX,pending,39083046464
l2nyy,pending,98607989473
l2nyy,pending,48884828598
l2nyy,pending,99866294605
l2nyy,pending,71091625402
IUvhb,pending,54062351842
IUvhb,pending,62655969896
IUvhb,pending,43345165528
IUvhb,pending,61472190297
IUvhb,pending,94854679966
qUhAD,pending,58080839723
qUhAD,pending,41405439583
qUhAD,pending,74064886801
qUhAD,pending,91095722389
qUhAD,pending,23965580481
1hcQT,closed,21251149774
1hcQT,closed,68850503031
1hcQT,closed,20917328718
1hcQT,closed,67285225740
xkaht,closed,70648997953
xkaht,closed,83674755110
xkaht,closed,97814253961
vPH9U,closed,75616372421
vPH9U,closed,77672857711
vPH9U,closed,55699892072
pJtt5,pending,88491800535
pJtt5,pending,69568872770
pJtt5,pending,37222442146
pJtt5,pending,80556365854
ZdJTr,closed,71995415311
ZdJTr,closed,53785788761
ZdJTr,closed,46298939889
ZdJTr,closed,94523409681
ZdJTr,closed,18053246370
ZdJTr,closed,69703484327
NGfvE,pending,55063028694
VE5pr,closed,73396214019
VE5pr,closed,11294094615
VE5pr,closed,85133399149
VE5pr,closed,75406145041
VE5pr,closed,99370695604
kXDTU,pending,83334179462
A96Su,pending,41432806089
A96Su,pending,25135873937
A96Su,pending,19997143095
A96Su,pending,26494928559
A96Su,pending,28045426959
A96Su,pending,38679578208
A96Su,pending,55084954475
A96Su,pending,96419868398
A96Su,pending,25649320293
U5Q0P,pending,30377151056
U5Q0P,pending,37629377966
U5Q0P,pending,71709800542
U5Q0P,pending,19391635418
U5Q0P,pending,63191142209
U5Q0P,pending,32141527681
U5Q0P,pending,96130775007
anj7J,pending,25294812020
anj7J,pending,59363189055
anj7J,pending,31613405795
anj7J,pending,91925180916
anj7J,pending,88219369099
anj7J,pending,98173706000
anj7J,pending,84268654305
anj7J,pending,43714632633
cHlkO,pending,87128513183
cHlkO,pending,99025770083
cHlkO,pending,50723685653
cHlkO,pending,16632776493
cHlkO,pending,48285798427
cHlkO,pending,83003700970
cHlkO,pending,30673619372
lwI59,pending,41226350341
lwI59,pending,44190964042
lwI59,pending,30206214579
lwI59,pending,75355535194
lwI59,pending,90915663696
lwI59,pending,30874538184
lwI59,pending,47479779301
terYe,closed,62188447777
